1|1|1|1|1|a|0||A record of the genealogy of whom?|Jesus Christ (the son of David, the son of Abraham).||1
2|1|1|2|1|a|0||Abraham was the father of whom?|Isaac.||0
3|1|1|2|1|a|0||Isaac was the father of whom?|Jacob.||0
4|1|1|2|8|d|0||Jacob was the father of whom?|Judah and his brothers.||0
5|1|1|2|8|a|0||Jacob was the father of whom?|Judah and his brothers.|1:16|0
6|1|1|3|1|e|0||Judah was the father of Perez and Zerah by whom?|Tamar.||0
7|1|1|3|1|e|0||Perez was the father of whom?|Hezron.||0
8|1|1|3|1|e|0||Hezron was the father of whom?|Ram.||0
9|1|1|4|1|e|0||Ram was the father of whom?|Amminadab.||0
10|1|1|4|1|e|0||Amminadab was the father of whom?|Nahshon.||0
11|1|1|4|1|e|0||Nahshon was the father of whom?|Salmon.||0
12|1|1|5|1|e|0||Salmon was the father of whom?|Boaz.||0
13|1|1|5|1|e|0||Salmon was the father of Boaz by whom?|Rahab.||0
14|1|1|5|1|e|0||Boaz was the father of whom?|Obed.||0
15|1|1|5|1|e|0||Boaz was the father of Obed by whom?|Ruth.||0
16|1|1|5|1|e|0||Obed was the father of whom?|Jesse.||0
17|1|1|6|1|a|0||Jesse was the father of whom?|David the King.||0
18|1|1|6|1|a|0||David was the father of whom?|Solomon.||0
19|1|1|6|1|e|0||David was the father of Solomon by whom?|The wife of Uriah.||0
20|1|1|7|1|e|0||Solomon was the father of whom?|Rehoboam.||0
21|1|1|7|1|e|0||Rehoboam was the father of whom?|Abijah.||0
22|1|1|7|1|e|0||Abijah was the father of whom?|Asaph.||0
23|1|1|8|1|e|0||Asaph was the father of whom?|Jehoshaphat.||0
24|1|1|8|1|e|0||Jehoshaphat was the father of whom?|Joram.||0
25|1|1|8|1|e|0||Joram was the father of whom?|Uzziah.||0
26|1|1|9|1|e|0||Uzziah was the father of whom?|Jotham.||0
27|1|1|9|1|e|0||Jotham was the father of whom?|Ahaz.||0
28|1|1|9|1|e|0||Ahaz was the father of whom?|Hezekiah.||0
29|1|1|10|1|e|0||Hezekiah was the father of whom?|Manasseh.||0
30|1|1|10|1|e|0||Manasseh was the father of whom?|Amos.||0
31|1|1|10|1|e|0||Amos was the father of whom?|Josiah.||0
32|1|1|11|2|e|0||Josiah was the father of whom?|Jeconiah and his brothers.||0
33|1|1|11|1|e|0||Josiah was the father of Jeconiah and his brothers when?|At the time of the deportation to Babylon.||0
34|1|1|12|1|e|0||Jeconiah was the father of whom?|Shealtiel.||0
35|1|1|12|1|e|0||Shealtiel was the father of whom?|Zerubbabel.||0
36|1|1|13|1|e|0||Zerubbabel was the father of whom?|Abiud.||0
37|1|1|13|1|e|0||Abiud was the father of whom?|Eliakim.||0
38|1|1|13|1|e|0||Eliakim was the father of whom?|Azor.||0
39|1|1|14|1|e|0||Azor was the father of whom?|Zadok.||0
40|1|1|14|1|e|0||Zadok was the father of whom?|Achim.||0
41|1|1|14|1|e|0||Achim was the father of whom?|Eliud.||0
42|1|1|15|1|e|0||Eliud was the father of whom?|Eleazar.||0
43|1|1|15|1|e|0||Eleazar was the father of whom?|Matthan.||0
44|1|1|15|1|e|0||Matthan was the father of whom?|Jacob.||0
45|1|1|16|8|d|0||Jacob was the father of whom?|Joseph.||0
46|1|1|16|1|a|0||Who was the husband of Mary?|Joseph.||0
47|1|1|16|1|a|0||Of whom was Jesus born?|Mary.||0
48|1|1|16|1|c|0||Who is called Christ.|Jesus.||0
49|1|1|17|3|a|0||All the generations when were fourteen generations?|From Abraham to David, and from David to the deportation to Babylon, and from the deportation to Babylon to the Christ.||0
50|1|1|18|7|a|0||Now the|birth of Jesus Christ took place in this way. When his mother Mary had been betrothed to Joseph, before they came together she was found to be with child from the Holy Spirit.||0
51|1|1|18|1|a|0||His mother Mary had been betrothed to whom?|Joseph.||0
52|1|1|18|1|a|0||Who had been betrothed to Joseph?|Mary.||0
53|1|1|18|1|e|0||She was found to be with child from whom?|The Holy Spirit.||0
54|1|1|18|2|a|0||She was found to be with child from the Holy Spirit when?|When his mother Mary had been betrothed to Joseph, before they came together.||0
55|1|1|19|1|b|0||Who was a just man?|Her husband Joseph.||0
56|1|1|19|1|b|0||Who was unwilling to put her to shame?|Her husband Joseph.||1
57|1|1|19|1|a|0||Who resolved to divorce her quietly?|Her husband Joseph.||0
58|1|1|19|2|a|0||Her husband Joseph, being what, resolved to divorce her quietly?|A just man and unwilling to put her to shame.||0
59|1|1|20|9|a|0|Who said it, to whom, when, and how?|"Joseph, son of David, do not fear to take Mary as your wife, for that which is conceived in her is from the Holy Spirit."|As he [Joseph] considered these things, behold, an angel of the Lord appeared to him in a dream, saying.||0
60|1|1|20|8|d|0||An angel of the Lord appeared to him in a dream when?|After he (Joseph) had considered this (to divorce her quietly). (cf 2:13, 2:19)||0
61|1|1|20|1|b|0||Who appeared to Joseph in a dream?|An angel of the Lord.|2:13|0
62|1|1|20|1|b|0||Do not fear to take whom as your wife?|Mary.|10:28|0
63|1|1|20|1|a|0||That which is conceived in her is from whom?|The Holy Spirit.||0
64|1|1|20|1|e|0||What is from the Holy Spirit?|That which is conceived in her.||0
65|1|1|20|7|a|1||But as|he considered these things, behold, an angel of the Lord appeared to him in a dream, saying, "Joseph, son of David, do not fear to take Mary as your wife, for that which is conceived in her is from the Holy Spirit. She will bear a son, and you shall call his name Jesus, for he will save his people from their sins."||1
66|1|1|21|1|a|0||Who will bear a son?|(She) Mary.||0
67|1|1|21|1|a|0||You shall call his name what?|Jesus.||1
68|1|1|21|1|a|0||You shall call his name Jesus, because he will what?|Save his people from their sins.||0
69|1|1|21|1|c|0||Who will save his people from their sins?|(He) Jesus.||0
70|1|1|22|7|a|1||All|this took place to fulfill what the Lord had spoken by the prophet: "Behold, the virgin shall conceive and bear a son, and they shall call his name Immanuel" (which means, God with us).||1
71|1|1|22|1|c|0||All this took place why?|To fulfill what the Lord had spoken by the prophet.|26:56|0
72|1|1|22|8|a|1||The Lord had spoken what by the prophet?|"Behold, the virgin shall conceive and bear a son, and they shall call his name Immanuel."|2:15|0
73|1|1|23|9|a|0|Who said it, and how?|"Behold, the virgin shall conceive and bear a son, and they shall call his name Immanuel."|The Lord had spoken it, by the prophet.||0
74|1|1|23|1|a|0||The virgin shall bear what?|A son.||0
75|1|1|23|2|a|0||The virgin shall what?|Conceive and bear a son.||0
76|1|1|23|1|a|0||They shall call his name what?|Immanuel.||1
77|1|1|23|1|b|0||What means, God with us?|Immanuel.|27:33|0
78|1|1|23|1|a|0||Immanuel means what?|God with us.||0
79|1|1|24|1|a|0||When Joseph woke from sleep, he did what?|He did as the angel of the Lord had commanded him: he took his wife.||0
80|1|1|24|1|b|0||Who did as the angel of the Lord had commanded him?|(He) Joseph.||0
81|1|1|24|1|c|0||Who took his wife?|(He) Joseph.||0
82|1|1|25|1|c|0||Who called his name Jesus?|(He) Joseph.||0
83|1|1|25|1|a|0||He took his wife, but knew her not until when?|Until she had given birth to a son.||0
84|1|1|25|1|a|0||He gave him what name?|The name Jesus.||1
85|1|2|1|1|b|0||Jesus was born where?|In Bethlehem of Judea.||0
86|1|2|1|1|e|0||Who was born in Bethlehem of Judea?|Jesus.||0
87|1|2|1|1|a|0||Wise men from the east came where?|To Jerusalem.||0
88|1|2|1|2|a|0||Wise men from the east came to Jerusalem when?|After Jesus was born (in Bethlehem of Judea) in the days of Herod the king.||0
89|1|2|1|9|a|1|Who said it, when, where, and what was the response?|"Where is he who has been born King of the Jews?"|After Jesus was born (in Bethlehem of Judea) in the days of Herod the king, wise men from the east came to Jerusalem, saying it. When Herod the king heard this, he was troubled, and all Jerusalem with him.||0
90|1|2|2|1|a|0||We saw his star when?|When it rose.||0
91|1|2|2|1|c|0||We have come to worship whom?|(Him) he who has been born King of the Jews [Jesus].||0
92|1|2|3|2|a|0||Who was troubled when Herod the king heard this?|(He) Herod the king, and all Jerusalem with him.||0
93|1|2|4|2|a|0||Assembling whom, he inquired of them where the Christ was to be born?|The chief priests and scribes of the people.||0
94|1|2|4|1|a|0||Who inquired of them where the Christ was to be born?|(He) Herod the king.||0
95|1|2|4|9|a|0|Who said it, and in reply to what?|"In Bethlehem of Judea."|The chief priests and scribes of the people said it. Herod the king inquired of them where the Christ was to be born.||1
96|1|2|5|1|c|0||What is written by the prophet?|"And you, O Bethlehem, in the land of Judah, are by no means least among the rulers of Judah; for from you shall come a ruler who will shepherd my people Israel."||0
97|1|2|6|7|a|0||"And you,|O Bethlehem, in the land of Judah, are by no means least among the rulers of Judah; for from you shall come a ruler who will shepherd my people Israel."||0
98|1|2|6|1|a|0||Who are by no means least among the rulers of Judah?|You, O Bethlehem (in the land of Judah).||0
99|1|2|6|1|a|0||From you shall come a ruler who will what?|Shepherd my people Israel.||0
100|1|2|6|1|b|0||From whom shall come a ruler who will shepherd my people Israel?|You, O Bethlehem.||0
101|1|2|7|1|a|0||Herod summmoned whom secretly?|The wise men.||0
102|1|2|7|1|e|0||Who ascertained from them what time the star had appeared?|Herod.||0
103|1|2|8|1|b|0||Who sent the wise men to Bethlehem?|(He) Herod.||0
104|1|2|8|9|a|0|Who said it, to whom?|"Go and search diligently for the child, and when you have found him, bring me word, that I too may come and worship him."|(He) Herod said it, to (them) the wise men.||1
105|1|2|8|1|a|0||Search diligently for whom?|The child (Jesus).||0
106|1|2|8|1|a|0||When you have found him, bring me word, why?|That I too may come and worship him.||0
107|1|2|8|1|a|0||Bring me word when?|When you have found him.||0
108|1|2|9|1|a|0||What went before them?|The star that they had seen when it rose.||1
109|1|2|9|1|a|0||It came to rest over what place?|The place where the child was.||0
110|1|2|10|1|a|0||They rejoiced exceedingly with great joy when?|When they saw the star.||0
111|1|2|10|7|a|1||When they saw|the star, they rejoiced exceedingly with great joy. And going into the house, they saw the child with Mary his mother, and they fell down and worshiped him. Then, opening their treasures, they offered him gifts, gold and frankincense and myrrh.||0
